   ;PAY;CNT;PAY_DATE
2998;68935727,36;123754;16.03.2020
2999;75953351,24;132972;17.03.2020
3000;67524771;117228;18.03.2020
3001;71948919,45;124757;19.03.2020
3002;82627848;140394;20.03.2020
3003;59917004,48;102715;21.03.2020
3004;31927628,48;46569;22.03.2020
3005;76975004,99;130911;23.03.2020
3006;71223230,98;114800;24.03.2020
3007;75955945,85;111893;25.03.2020
3008;55040086,61;79877;26.03.2020
3009;55497982,54;82169;27.03.2020
3010;35661381,39;49462;28.03.2020
3011;19345199,54;23919;29.03.2020
3012;27876092,87;33232;30.03.2020
3013;28848552,31;34601;31.03.2020
3014;17094733,8;19016;01.04.2020
3015;14614052,17;17676;02.04.2020
3016;15469224,31;18873;03.04.2020
3017;13908679,24;17271;04.04.2020
3018;22671539,48;29292;05.04.2020
3019;21425818,98;25335;06.04.2020
3020;16042495,23;17709;07.04.2020
3021;15243382,33;17144;08.04.2020
3022;19755632,59;22106;09.04.2020
3023;27196978,71;32448;10.04.2020
3024;17728844,54;20823;11.04.2020
3025;14166578,17;17001;12.04.2020
3026;24138046,36;28766;13.04.2020
3027;28894300,06;37307;14.04.2020
3028;44642772,79;62949;15.04.2020
3029;50689494,43;74848;16.04.2020
3030;60868466,48;90409;17.04.2020
3031;41001302,58;60318;18.04.2020
3032;29240241,78;42410;19.04.2020
3033;81320626,71;125821;20.04.2020
3034;65655609,8;100994;21.04.2020
3035;67150849,81;101714;22.04.2020
3036;66601252,91;96731;23.04.2020
3037;76141618,05;106211;24.04.2020
3038;49387918,37;68679;25.04.2020
3039;28357747,89;37260;26.04.2020
3040;53277179,48;73258;27.04.2020
3041;50010044,74;69216;28.04.2020
3042;52017299,47;70634;29.04.2020
3043;67269469,98;85885;30.04.2020
3044;22051360,12;23259;01.05.2020
3045;14925469,13;17185;02.05.2020
3046;16232996,34;19396;03.05.2020
3047;20761447,51;25107;04.05.2020
3048;21170772,5;26265;05.05.2020
3049;27561029,41;34255;06.05.2020
3050;36253432,4;41916;07.05.2020
3051;31974432,88;37916;08.05.2020
3052;13495256,74;15221;09.05.2020
3053;15805686,92;19922;10.05.2020
3054;21425722,21;26606;11.05.2020
3055;40559120,89;51449;12.05.2020
3056;39657177,4;51385;13.05.2020
3057;43050791,08;55963;14.05.2020
3058;56093019,69;72931;15.05.2020
3059;41574711,4;57278;16.05.2020
3060;26060784,59;34054;17.05.2020
3061;66445960,04;94803;18.05.2020
3062;79112196,11;117999;19.05.2020
3063;99881219,24;151085;20.05.2020
3064;92000869,49;138577;21.05.2020
3065;90531199,91;138084;22.05.2020
3066;59047546,71;89541;23.05.2020
3067;37360986,65;52088;24.05.2020
3068;92305253,44;133512;25.05.2020
3069;67786322,25;91774;26.05.2020
3070;55461076,98;73003;27.05.2020
3071;49984014,94;66254;28.05.2020
3072;48678783,18;63474;29.05.2020
3073;34661007,16;45129;30.05.2020
3074;28743112,53;36010;31.05.2020
3075;39546666,02;43826;01.06.2020
3076;30803196,61;33920;02.06.2020
3077;28426822,96;30914;03.06.2020
3078;25078373,23;27977;04.06.2020
3079;35455598;41591;05.06.2020
3080;23421891,86;27827;06.06.2020
3081;11969939,42;13752;07.06.2020
3082;26351732,34;28952;08.06.2020
3083;24775343,16;28228;09.06.2020
3084;35837811,09;43360;10.06.2020
3085;40643398,54;46110;11.06.2020
3086;19196544,12;21754;12.06.2020
3087;19437922,23;25470;13.06.2020
3088;15212027,97;19643;14.06.2020
3089;44168507,06;63915;15.06.2020
3090;55461674,48;81139;16.06.2020
3091;56267101,8;91961;17.06.2020
3092;59094033,08;99209;18.06.2020
3093;68253392,2;119110;19.06.2020
3094;60273445,11;106520;20.06.2020
3095;32522926,05;50838;21.06.2020
3096;79797856,61;142681;22.06.2020
3097;79781725,78;137607;23.06.2020
3098;46580499;72974;24.06.2020
3099;80531792,05;128556;25.06.2020
3100;57892683,09;84277;26.06.2020
3101;34183534,63;50502;27.06.2020
3102;25964043,17;34996;28.06.2020
3103;65414151,87;94602;29.06.2020
3104;67685085,35;91915;30.06.2020
3105;29098023,72;32154;01.07.2020
3106;38418250,83;43942;02.07.2020
3107;31262337,82;36086;03.07.2020
3108;19210064,48;23428;04.07.2020
3109;16956559,68;22278;05.07.2020
3110;36491391,95;42827;06.07.2020
3111;28193287,72;31309;07.07.2020
3112;24299518,29;27272;08.07.2020
3113;24124909,51;27902;09.07.2020
3114;28969496,89;34618;10.07.2020
3115;19206807,31;23026;11.07.2020
3116;12872157,6;16120;12.07.2020
3117;27159585,63;33631;13.07.2020
3118;35106475,53;44273;14.07.2020
3119;43870704,58;64181;15.07.2020
3120;47805772,45;78258;16.07.2020
3121;53578920,69;95176;17.07.2020
3122;39966855,33;74192;18.07.2020
3123;25702353,74;41127;19.07.2020
3124;81233151,93;150285;20.07.2020
3125;77105415,18;142850;21.07.2020
3126;75847838,2;132410;22.07.2020
3127;65970374,3;114435;23.07.2020
3128;72811945,49;124963;24.07.2020
3129;50079507,95;83219;25.07.2020
3130;22478309,59;34213;26.07.2020
3131;50599417,41;82064;27.07.2020
3132;43663258,99;64320;28.07.2020
3133;43034924,19;65163;29.07.2020
3134;44305304,93;63893;30.07.2020
3135;42796472,66;59117;31.07.2020
3136;20951585,41;26371;01.08.2020
3137;13443200,1;17405;02.08.2020
3138;29577334,4;35820;03.08.2020
3139;26437741,67;30920;04.08.2020
3140;29429948,08;37223;05.08.2020
3141;31203484,57;39090;06.08.2020
3142;25357710,64;31529;07.08.2020
3143;16815234,08;21711;08.08.2020
3144;12651663,71;16932;09.08.2020
3145;37068858,1;50517;10.08.2020
3146;37069802,2;53735;11.08.2020
3147;40849613,5;64863;12.08.2020
3148;48491310,53;77687;13.08.2020
3149;49781860,94;85846;14.08.2020
3150;39423607,63;69590;15.08.2020
3151;23423962,73;37034;16.08.2020
3152;57842167,71;107235;17.08.2020
3153;56743389,32;106108;18.08.2020
3154;54703441,94;102632;19.08.2020
3155;64863463,52;119938;20.08.2020
3156;54840177,58;100145;21.08.2020
3157;40625936,35;74210;22.08.2020
3158;30360144,27;49685;23.08.2020
3159;66206000,96;122526;24.08.2020
3160;63262035,55;107763;25.08.2020
3161;46136847,85;71908;26.08.2020
3162;36318406,49;55036;27.08.2020
3163;38058350,14;58179;28.08.2020
3164;29813797,86;45490;29.08.2020
3165;23208249,61;33133;30.08.2020
3166;49974949,82;72165;31.08.2020
3167;27323130,48;32638;01.09.2020
3168;23625234,8;27363;02.09.2020
3169;22311481,44;27052;03.09.2020
3170;21470821,47;25897;04.09.2020
3171;19442175,74;25805;05.09.2020
3172;19490295,94;26178;06.09.2020
3173;28265115,34;33376;07.09.2020
3174;24134628,59;28384;08.09.2020
3175;26018822,79;33179;09.09.2020
3176;33438629,81;47040;10.09.2020
3177;33485072,68;51527;11.09.2020
3178;27619198,3;45769;12.09.2020
3179;19513312,07;29266;13.09.2020
3180;50326656,69;85470;14.09.2020
3181;56415094,94;98405;15.09.2020
3182;54349341,55;98464;16.09.2020
3183;56299350,73;102131;17.09.2020
3184;58003887,22;107478;18.09.2020
3185;45121688,75;84240;19.09.2020
3186;34888983,88;57500;20.09.2020
3187;70023922,61;131231;21.09.2020
3188;62834687,15;112306;22.09.2020
3189;58576100,57;102707;23.09.2020
3190;56352947,67;97032;24.09.2020
3191;59727148,84;96213;25.09.2020
3192;33597284,78;51539;26.09.2020
3193;22784874,13;32572;27.09.2020
3194;49642211,29;76595;28.09.2020
3195;49351356,51;74150;29.09.2020
3196;57646026,51;81838;30.09.2020
3197;29185936,43;33469;01.10.2020
3198;23754712,74;28273;02.10.2020
3199;19280906,5;24303;03.10.2020
3200;15542395,35;19429;04.10.2020
3201;29889766,89;35607;05.10.2020
3202;34744723,62;41393;06.10.2020
3203;25743676,67;29054;07.10.2020
3204;24225085,39;27505;08.10.2020
3205;30020779,28;35659;09.10.2020
3206;24901997,57;32714;10.10.2020
3207;17321641,09;21422;11.10.2020
3208;33781452,6;44723;12.10.2020
3209;41891634,98;59768;13.10.2020
3210;51624761;81992;14.10.2020
3211;61058463,33;103768;15.10.2020
3212;58995753,19;104194;16.10.2020
3213;44462743,16;79228;17.10.2020
3214;29513260,5;44504;18.10.2020
3215;69265994,24;121852;19.10.2020
3216;80963874,15;138413;20.10.2020
3217;74612775,86;124624;21.10.2020
3218;65969019,75;105160;22.10.2020
3219;70563576,27;114802;23.10.2020
3220;58007056,87;93351;24.10.2020
3221;40148720,11;57469;25.10.2020
3222;58801210,57;86555;26.10.2020
3223;46807951,85;67728;27.10.2020
3224;42906224,05;60214;28.10.2020
3225;41073139,5;55358;29.10.2020
3226;42775485,93;58138;30.10.2020
3227;36878064,52;49333;31.10.2020
3228;17769006,65;20423;01.11.2020
3229;28628387,95;31558;02.11.2020
3230;24699705,41;27711;03.11.2020
3231;15839714,23;18415;04.11.2020
3232;30382423,61;35822;05.11.2020
3233;30685124,93;34710;06.11.2020
3234;18012844,61;20223;07.11.2020
3235;15242479,88;17082;08.11.2020
3236;28162483,4;31764;09.11.2020
3237;37723162,25;44451;10.11.2020
3238;36049966,91;45501;11.11.2020
3239;41314398,85;58267;12.11.2020
3240;49436001,19;77410;13.11.2020
3241;43872070,83;71963;14.11.2020
3242;32052359,58;45843;15.11.2020
3243;69745422,77;113680;16.11.2020
3244;66534606,11;109446;17.11.2020
3245;69228708,45;111631;18.11.2020
3246;80544323,5;132789;19.11.2020
3247;88503003,14;144987;20.11.2020
3248;60086016,58;100358;21.11.2020
3249;36547418,7;53146;22.11.2020
3250;77201653,85;126465;23.11.2020
3251;78110025,79;119997;24.11.2020
3252;67777299,13;97843;25.11.2020
3253;44273873,42;61086;26.11.2020
3254;43763782,24;60835;27.11.2020
3255;35171705,32;50434;28.11.2020
3256;27462884,47;35556;29.11.2020
3257;61968925,62;79095;30.11.2020
3258;32859035,93;35432;01.12.2020
3259;26689773,97;29025;02.12.2020
3260;26531917,07;28708;03.12.2020
3261;26529073,29;28016;04.12.2020
3262;28412210,77;33180;05.12.2020
3263;22008301,57;25107;06.12.2020
3264;30289556,01;31235;07.12.2020
3265;25479443,69;27621;08.12.2020
3266;29978985,53;33636;09.12.2020
3267;43273999,7;52112;10.12.2020
3268;42035698;55564;11.12.2020
3269;36892402,31;53525;12.12.2020
3270;26805958,1;34854;13.12.2020
3271;61655475,31;90815;14.12.2020
3272;75178732,78;115015;15.12.2020
3273;76743276,72;122101;16.12.2020
3274;75312206,37;119184;17.12.2020
3275;84232905,51;135833;18.12.2020
3276;75420612,26;122032;19.12.2020
3277;57952254,33;83071;20.12.2020
3278;87226153,28;136216;21.12.2020
3279;71516068,1;108075;22.12.2020
3280;75467379,24;107353;23.12.2020
3281;71606126,56;98650;24.12.2020
3282;67386678,32;87541;25.12.2020
3283;42145699,75;54500;26.12.2020
3284;27867740,35;33120;27.12.2020
3285;48208797,9;59684;28.12.2020
3286;46602526,81;52769;29.12.2020
3287;57736926,68;59448;30.12.2020
3288;33141500,13;30004;31.12.2020
3289;5956559,86;6113;01.01.2021
3290;7705902,34;8278;02.01.2021
3291;10137308,42;12605;03.01.2021
3292;11219936,57;13363;04.01.2021
3293;13290048,03;17233;05.01.2021
3294;11771814,37;14250;06.01.2021
3295;6983395,27;7194;07.01.2021
3296;12864393,35;14449;08.01.2021
3297;26944326,15;31825;09.01.2021
3298;24225014,37;27706;10.01.2021
3299;47003489,61;49963;11.01.2021
3300;42499694,4;47995;12.01.2021
3301;44620611,8;57317;13.01.2021
3302;55454816,91;78777;14.01.2021
3303;69515990,36;105888;15.01.2021
3304;61465587,15;97038;16.01.2021
3305;40730190,35;55535;17.01.2021
3306;89909441,42;143597;18.01.2021
3307;104319201,1;160662;19.01.2021
3308;114262240,3;172391;20.01.2021
3309;90191107,89;132303;21.01.2021
3310;80418395,01;119123;22.01.2021
3311;61234342,65;91590;23.01.2021
3312;45223000,93;59160;24.01.2021
3313;86890589,45;116611;25.01.2021
3314;57694237,65;72105;26.01.2021
3315;46336321,47;56480;27.01.2021
3316;40516296,87;48195;28.01.2021
3317;42995959,29;50551;29.01.2021
3318;35927557,84;43823;30.01.2021
3319;30243935,65;32955;31.01.2021
3320;28693018,8;28752;01.02.2021
3321;27973834,05;27259;02.02.2021
3322;27013599,06;26294;03.02.2021
3323;25585750,04;24549;04.02.2021
3324;32755742,82;33840;05.02.2021
3325;25714464,69;26730;06.02.2021
3326;26370097,91;26343;07.02.2021
3327;43672550,39;40818;08.02.2021
3328;38858222,52;37539;09.02.2021
3329;47663197,05;48006;10.02.2021
3330;45557448,01;46556;11.02.2021
3331;51031442,65;57092;12.02.2021
3332;44783210,17;58292;13.02.2021
3333;31464317,79;37695;14.02.2021
3334;80724398,78;109113;15.02.2021
3335;80386102,69;117178;16.02.2021
3336;84890085,21;125673;17.02.2021
3337;87214920,13;128090;18.02.2021
3338;113320178,4;168606;19.02.2021
3339;103731402,1;150841;20.02.2021
3340;48260174,23;60762;21.02.2021
3341;49228742,79;64645;22.02.2021
3342;35215612,53;42381;23.02.2021
3343;97190987,71;136664;24.02.2021
3344;95893259,34;120620;25.02.2021
3345;71536006,62;87688;26.02.2021
3346;60425575,34;75562;27.02.2021
3347;46617148,73;51700;28.02.2021
3348;51868811,46;53240;01.03.2021
3349;36911446,35;36698;02.03.2021
3350;32153714,42;31546;03.03.2021
3351;29778302,86;29659;04.03.2021
3352;29440294,5;28005;05.03.2021
3353;25520080,31;25512;06.03.2021
3354;20225133,09;21322;07.03.2021
3355;14645123,92;15515;08.03.2021
3356;36612624,87;37059;09.03.2021
3357;52552217,9;51900;10.03.2021
3358;49401828,51;53454;11.03.2021
3359;55480352,65;69734;12.03.2021
3360;49775235,37;69663;13.03.2021
3361;35320574,88;43239;14.03.2021
3362;85147068,84;120812;15.03.2021
3363;87770729,62;128567;16.03.2021
3364;86528762,62;127341;17.03.2021
3365;90499662,85;136541;18.03.2021
3366;109841057,7;163100;19.03.2021
3367;87534284,82;130236;20.03.2021
3368;46675220,83;61813;21.03.2021
3369;82047218,42;120042;22.03.2021
3370;67671898,86;94648;23.03.2021
3371;65597082,13;88852;24.03.2021
3372;72203645,94;90744;25.03.2021
3373;47226378,03;57507;26.03.2021
3374;38118746,03;44385;27.03.2021
3375;25046062,85;27591;28.03.2021
3376;42950890,11;48270;29.03.2021
3377;38646394,06;43948;30.03.2021
3378;42304597,79;45735;31.03.2021
3379;29862337,47;29403;01.04.2021
3380;23069623,29;22612;02.04.2021
3381;19397907,45;20254;03.04.2021
3382;15837774,48;16717;04.04.2021
3383;32405893,71;32616;05.04.2021
3384;30803668,56;30330;06.04.2021
3385;37241805,28;38143;07.04.2021
3386;33968364,81;37572;08.04.2021
3387;45167003,6;49147;09.04.2021
3388;36357698,68;44113;10.04.2021
3389;22715976,02;26065;11.04.2021
3390;47166725,26;61397;12.04.2021
3391;59396580,74;80734;13.04.2021
3392;69838474,42;104349;14.04.2021
3393;77504114,72;120835;15.04.2021
3394;71790075,45;116583;16.04.2021
3395;55073788,92;92104;17.04.2021
3396;38267794,59;55510;18.04.2021
3397;104004552,9;169356;19.04.2021
3398;96167865,89;147727;20.04.2021
3399;75135204,2;114335;21.04.2021
3400;64689789,68;99925;22.04.2021
3401;69807606,23;103911;23.04.2021
3402;53110625,42;80112;24.04.2021
3403;38350960,69;52737;25.04.2021
3404;49420490,3;66034;26.04.2021
3405;44157221,66;54476;27.04.2021
3406;39707957,12;48211;28.04.2021
3407;37522880,42;45772;29.04.2021
3408;47258643,26;57417;30.04.2021
3409;19396720,88;20507;01.05.2021
3410;11684897,1;13736;02.05.2021
3411;17600274,12;20143;03.05.2021
3412;27068647,06;30120;04.05.2021
3413;28351799,11;31562;05.05.2021
3414;23879342,86;24874;06.05.2021
3415;24917314,62;27158;07.05.2021
3416;19733772,48;23825;08.05.2021
3417;10548176,94;12673;09.05.2021
3418;22218658,43;27352;10.05.2021
3419;33213404,27;37906;11.05.2021
3420;38114826,83;47500;12.05.2021
3421;47389415,59;65753;13.05.2021
3422;62836022,01;87555;14.05.2021
3423;51594505,24;77883;15.05.2021
3424;29944757,85;42325;16.05.2021
3425;77679774,56;119531;17.05.2021
3426;80573492,29;122479;18.05.2021
3427;101450159,3;149075;19.05.2021
3428;109001495,1;158988;20.05.2021
3429;79196187,9;115353;21.05.2021
3430;54063768,98;83112;22.05.2021
3431;38004241,63;53502;23.05.2021
3432;87350496,46;124509;24.05.2021
3433;73372653,28;102343;25.05.2021
3434;45230983,46;57279;26.05.2021
3435;43383057,06;50744;27.05.2021
3436;39382676,34;45518;28.05.2021
3437;25534752,34;31308;29.05.2021
3438;18095291,13;21791;30.05.2021
3439;40208666,59;47888;31.05.2021
3440;28910016,37;30864;01.06.2021
3441;24517438,2;25401;02.06.2021
3442;22968158,26;23362;03.06.2021
3443;22931073,18;24612;04.06.2021
3444;18350284,89;21531;05.06.2021
3445;14036815,21;16873;06.06.2021
3446;25956705,1;28042;07.06.2021
3447;33157540,39;35172;08.06.2021
3448;33835014,49;35694;09.06.2021
3449;46118105,13;51079;10.06.2021
3450;42691733,05;51314;11.06.2021
3451;21307019,11;25478;12.06.2021
3452;17330276,43;21417;13.06.2021
3453;30697650,18;41220;14.06.2021
3454;64442312,91;91494;15.06.2021
3455;72399588,54;105369;16.06.2021
3456;78072096,66;118407;17.06.2021
3457;87803068,75;135025;18.06.2021
3458;68268587,95;108609;19.06.2021
3459;47816337,5;71450;20.06.2021
3460;85874895,14;131592;21.06.2021
3461;69995797,91;105093;22.06.2021
3462;64117825,39;94828;23.06.2021
3463;71941978,72;104882;24.06.2021
3464;65599926,88;91908;25.06.2021
3465;34625748,28;46244;26.06.2021
3466;23708536,8;27658;27.06.2021
3467;48159150,39;59622;28.06.2021
3468;45957995,62;53249;29.06.2021
3469;48978024,06;56495;30.06.2021
3470;34037069,14;34819;01.07.2021
3471;25186607,55;27089;02.07.2021
3472;18964613,04;20899;03.07.2021
3473;14091445,29;15444;04.07.2021
3474;31793725,46;34744;05.07.2021
3475;31321938,98;34233;06.07.2021
3476;27476241,2;28348;07.07.2021
3477;28102977,01;31643;08.07.2021
3478;35342776,66;38585;09.07.2021
3479;23638251,29;28187;10.07.2021
3480;13478694,34;15677;11.07.2021
3481;36574412,51;41955;12.07.2021
3482;34672837,85;42220;13.07.2021
3483;40275941,43;51709;14.07.2021
3484;51669161,98;70541;15.07.2021
3485;52414457,02;74430;16.07.2021
3486;40491312,45;63251;17.07.2021
3487;29691357,83;43076;18.07.2021
3488;92908040,89;147521;19.07.2021
3489;105309905,5;166427;20.07.2021
3490;87673517,8;137252;21.07.2021
3491;78276856,42;118726;22.07.2021
3492;79583214,17;119171;23.07.2021
3493;56667194,05;86171;24.07.2021
3494;35511321,52;50212;25.07.2021
3495;54451576,41;77337;26.07.2021
3496;43786111,83;55064;27.07.2021
3497;40173289,99;47608;28.07.2021
3498;35355041,98;41770;29.07.2021
3499;32334207,36;40572;30.07.2021
3500;24428500,69;30051;31.07.2021
3501;17437445,63;19427;01.08.2021
3502;31506346,17;32632;02.08.2021
3503;29230445,75;30617;03.08.2021
3504;28538370,73;30405;04.08.2021
3505;34099307,84;38424;05.08.2021
3506;26544523,09;29116;06.08.2021
3507;16766726,43;19065;07.08.2021
3508;16534790,33;20582;08.08.2021
3509;37782831,38;42021;09.08.2021
3510;44843343,09;53013;10.08.2021
3511;40258882,62;48720;11.08.2021
3512;42414837,88;55860;12.08.2021
3513;49645900,05;67162;13.08.2021
3514;41316073,57;57436;14.08.2021
3515;32661791,86;43159;15.08.2021
3516;68898579,83;101033;16.08.2021
3517;67080271,18;103191;17.08.2021
3518;71995543,19;112046;18.08.2021
3519;87306865,53;135100;19.08.2021
3520;90037902,96;139031;20.08.2021
3521;53555411,09;82310;21.08.2021
3522;34686588,01;50523;22.08.2021
3523;72680956,55;110928;23.08.2021
3524;72974468;107954;24.08.2021
3525;65970340,92;91438;25.08.2021
3526;40040375,09;52097;26.08.2021
3527;36616817,81;43081;27.08.2021
3528;24661607,01;30270;28.08.2021
3529;16362657,89;19283;29.08.2021
3530;33997476,18;39737;30.08.2021
3531;35603058,82;41332;31.08.2021
3532;28367739,13;30859;01.09.2021
3533;26726283,5;28088;02.09.2021
3534;25690385,98;26650;03.09.2021
3535;18838036,33;20850;04.09.2021
3536;16282877,26;19897;05.09.2021
3537;28307400,22;30577;06.09.2021
3538;28892961,14;32457;07.09.2021
3539;33110026,74;34757;08.09.2021
3540;32373962,07;34333;09.09.2021
3541;38810115,74;46559;10.09.2021
3542;24868890,79;31043;11.09.2021
3543;19493419,8;23720;12.09.2021
3544;46218416,15;55455;13.09.2021
3545;55776724,17;74316;14.09.2021
3546;69494375,78;103412;15.09.2021
3547;70633039,01;111545;16.09.2021
3548;71845710,98;116700;17.09.2021
3549;59113463,08;97701;18.09.2021
3550;45870130,59;69464;19.09.2021
3551;102618559,8;164257;20.09.2021
3552;76479447,2;119856;21.09.2021
3553;64395408,62;98681;22.09.2021
3554;61985557,32;91201;23.09.2021
3555;71096671,89;100255;24.09.2021
3556;50429840,64;70046;25.09.2021
3557;14730980,23;19410;26.09.2021
3558;45283284,98;57775;27.09.2021
3559;37027754,61;44251;28.09.2021
3560;33935383,32;38943;29.09.2021
3561;39432709,84;44679;30.09.2021
3562;29719807,86;31499;01.10.2021
3563;19751880,07;22162;02.10.2021
3564;15940012,62;17983;03.10.2021
3565;29400983,93;30678;04.10.2021
3566;30275313,57;31875;05.10.2021
3567;28426850,05;28875;06.10.2021
3568;26760665,26;26917;07.10.2021
3569;42807735,44;45657;08.10.2021
3570;25618264,92;27632;09.10.2021
3571;22255063,89;24597;10.10.2021
3572;36601819,22;38876;11.10.2021
3573;43133254,3;52161;12.10.2021
3574;59533959,28;74220;13.10.2021
3575;65341422,5;88811;14.10.2021
3576;72156422,89;102779;15.10.2021
3577;57712276,87;82734;16.10.2021
3578;39369070,23;52678;17.10.2021
3579;92340123,69;135339;18.10.2021
3580;104705166,3;153369;19.10.2021
3581;106333619,1;150888;20.10.2021
3582;81252603,77;116649;21.10.2021
3583;75333612,66;104264;22.10.2021
3584;61912270,3;87301;23.10.2021
3585;43714097,96;57450;24.10.2021
3586;74760661,31;99408;25.10.2021
3587;43906816,87;53792;26.10.2021
3588;37684127,31;42518;27.10.2021
3589;34627270,97;37371;28.10.2021
3590;32084441,21;34918;29.10.2021
3591;20403393,33;22918;30.10.2021
3592;20263995,97;21821;31.10.2021
3593;27573546,98;28526;01.11.2021
3594;22856092,13;22849;02.11.2021
3595;22814650,79;23342;03.11.2021
3596;16492442,84;17838;04.11.2021
3597;20297749,71;22684;05.11.2021
3598;17401588,11;19599;06.11.2021
3599;16995001,83;18614;07.11.2021
3600;36747720,87;40127;08.11.2021
3601;36159377,05;40264;09.11.2021
3602;53795930,87;61255;10.11.2021
3603;57001768,23;66408;11.11.2021
3604;57325783,3;72143;12.11.2021
3605;45697445,52;60381;13.11.2021
3606;32124409,95;40167;14.11.2021
3607;76548931,63;106490;15.11.2021
3608;77750649,71;104790;16.11.2021
3609;74459339,13;106388;17.11.2021
3610;82948972,62;117072;18.11.2021
3611;99995379,68;145841;19.11.2021
3612;83151723,96;121694;20.11.2021
3613;46945961,9;62841;21.11.2021
3614;81636006,01;114748;22.11.2021
3615;67975332,63;94117;23.11.2021
3616;39907460,19;55020;24.11.2021
